ID,名字,稱號,稀有度,屬性,武器種類,國別,性別,年齡,HP(Max),攻撃力(Max),攻擊體數,攻撃段數,攻擊距離,攻撃間隔,移動速度,韌性,成長,DPS,DPS(Total),火補正,水補正,風補正,光補正,暗補正
33023,ミント,群青の魔道士,3,風,魔法,死者の国,女,16,4195,10751,2,1,175,3.24,41,30,早熟,3318,6636,63,160,100,100,100
33024,メーア,奔放の森奥人,3,風,魔法,魔法の国,男,19,3850,8185,2,1,180,2.36,47,32,平均,3468,6936,59,170,100,100,100
33025,ライカ,荒原の風来人,3,風,銃弾,西部の国,女,21,5600,9525,1,1,120,2.12,47,42,平均,4493,4493,71,140,100,100,100
33026,ハーバート,篤実の騎士,3,風,打撃,王国,男,24,9333,9492,1,1,30,2.44,60,55,晩成,3890,3890,67,150,100,100,100
33027,リイリ,緑紗の花嫁,3,風,斬撃,動物の国,女,16,7140,6780,2,1,18,2.34,62,55,晩成,2897,5795,71,140,100,100,100
33028,リオネル,不枯の若葉,3,風,回復,植物の国,男,12,5035,7465,2,1,165,2.55,53,40,平均,2927,5855,100,100,130,100,100
33029,ルーイ,彩色の旅人,3,風,銃弾,王国,男,25,3930,11620,1,1,165,2.54,46,28,早熟,4575,4575,83,120,100,100,100
33030,ルスティ,研鑚の門弟子,3,風,斬撃,魔法の国,男,17,7010,6670,1,1,80,1.90,55,47,早熟,3511,3511,84,130,109,100,100
33031,レイチェル,翠の薬草学者,3,風,魔法,魔法の国,女,20,4900,9605,3,1,170,3.43,45,28,平均,2800,8401,53,190,100,100,100
33032,ロエナ,霰弾の撃手,3,風,銃弾,エレキの国,女,17,4375,8825,2,1,135,2.30,48,36,平均,3837,7674,67,150,100,100,100
33033,キティ,夏風の愛弟子,3,風,回復,常夏の国,女,15,4856,7577,1,1,165,2.23,50,45,早熟,3398,3398,100,100,130,100,100
33034,ダイアナ,雲読みの学徒,3,風,回復,空の国,女,17,4415,9935,1,1,165,2.47,48,35,平均,4022,4022,100,100,130,100,100
33035,ローマナス,草結びの旅人,3,風,魔法,植物の国,男,25,5095,10225,3,1,160,3.38,53,38,平均,3025,9075,59,170,100,100,100
33036,マーブル,漫遊の楽天家,3,風,打撃,植物の国,女,17,8205,6960,1,1,27,2.08,54,48,平均,3346,3346,67,150,100,100,100
33037,アリリ,骨籠手の拳士,3,風,突撃,恐竜の国,女,16,6415,7525,1,4,13,1.74,58,60,平均,4325,4325,67,150,100,100,100
33038,ヴァレリー,憧焦の副隊長,3,風,突撃,雪の国,男,21,6240,6940,1,1,90,1.82,56,51,平均,3813,3813,77,130,100,100,100
33039,ルーシー,艶緑の突剣士,3,風,突撃,王国,女,18,7898,6783,1,1,20,1.55,52,58,早熟,4376,4376,77,130,100,100,100
33040,マーレイ,訥弁の宣教師,3,風,回復,死者の国,女,16,4384,8257,1,1,160,2.39,49,40,早熟,3455,3455,100,100,130,100,100
33041,ジェシカ,鐘杖の奏手,3,風,魔法,死者の国,女,23,4765,8650,4,1,165,3.23,43,26,平均,2678,10712,56,180,100,100,100
33042,スラヴァ,策謀の野心家,3,風,弓矢,科学の国,男,13,4746,10509,1,1,160,2.17,49,40,晩成,4843,4843,71,140,100,100,100
33043,カペル,悠笑の放牧民,3,風,突撃,少数民族の国,女,19,7095,4745,3,1,35,1.88,62,46,平均,2524,7572,71,140,100,100,100
33044,ユアン,星槌の仕事人,3,風,打撃,妖精の国,男,19,9175,7485,2,2,25,2.66,57,48,平均,2814,5628,71,140,100,100,100
33045,グルトラ,鱗身の博聞家,3,風,突撃,動物の国,男,24,6441,5625,4,1,105,2.22,63,23,晩成,2534,10135,71,140,100,100,100
33046,スクルド,来護の風姫,3,風,弓矢,サモンズの国,女,?,4290,9111,1,1,170,2.18,58,33,晩成,4179,4179,63,160,100,100,100
33047,ティタン,疾風の拳士,3,風,突撃,恐竜の国,男,15,5952,5952,1,4,11,1.38,70,62,早熟,4313,4313,59,170,100,100,100
33048,ソール,輝輪の双剣士,3,風,斬撃,空の国,男,17,6254,6500,2,1,25,1.98,68,39,早熟,3283,6566,67,150,100,100,100
33049,しろつめ,白詰のくノ一,3,風,斬撃,和の国,女,14,7098,7140,1,2,13,1.35,75,20,晩成,5289,5289,71,140,100,100,100
33050,セネシオ,片恋の射撃手,3,風,銃弾,植物の国,男,25,4705,8905,2,1,130,2.32,52,39,平均,3838,7677,71,140,100,100,100
33051,フェルゼン,紀記の老騎士,3,風,銃弾,王国,男,52,5445,9132,1,2,135,2.14,48,50,晩成,4267,4267,71,140,100,100,100
33052,ネズ,一驚の呪学者,3,風,魔法,死者の国,男,19,4308,12036,1,1,165,3.01,51,40,早熟,3999,3999,59,170,100,100,100
33053,なたね,稲笠の槍術士,3,風,突撃,和の国,女,13,7180,7180,2,1,35,2.20,52,52,早熟,3264,6527,67,150,100,100,100
33054,ファム,白閃の武闘家,3,風,突撃,砂漠の国,男,16,5950,6455,1,4,11,1.43,69,67,平均,4514,4514,63,160,100,100,100
33055,バジル,敏活の冒険者,3,風,斬撃,植物の国,男,14,7330,6670,2,1,18,1.97,65,51,平均,3386,6772,67,150,100,100,100
33056,いろは,九子那の暢忍,3,風,斬撃,和の国,女,15,5574,5895,1,2,13,1.21,73,13,早熟,4872,4872,71,140,100,100,100
33057,ハンス,白色羽の旅人,3,風,弓矢,王国,男,20,4725,10090,1,1,165,2.42,59,38,平均,4169,4169,67,150,100,100,100
33058,ファルカ,鋼心の矢乙女,3,風,弓矢,機械の国,女,16,4375,9350,2,1,165,2.65,56,38,平均,3528,7057,71,140,100,100,100
33059,セス,憧風の王子,3,風,打撃,砂漠の国,男,16,8145,8340,3,1,25,3.28,57,53,平均,2543,7628,71,140,100,100,100
33060,ロウソウ,彪風の剣客,3,風,斬撃,少数民族の国,男,45,8465,8049,1,1,18,2.12,56,56,早熟,3797,3797,71,140,100,100,100
33061,ライアン,芯念の騎士,3,風,弓矢,王国,男,26,5265,10128,1,1,175,2.40,52,42,晩成,4220,4220,71,140,100,100,100
33062,マシマロ,風雲の銃士,3,風,銃弾,お菓子の国,女,13,4240,8555,2,1,135,2.44,50,40,平均,3506,7012,71,140,100,100,100
33063,ベルゼブブ,魔界の王女,3,風,打撃,ドラポの国,女,?,8465,7218,1,1,30,2.36,66,53,早熟,3058,3058,77,130,100,100,100
33064,ベルント,好奇な洒落男,3,風,魔法,動物の国,男,18,5593,9334,2,1,145,2.79,53,47,早熟,3346,6691,59,170,100,100,100
33065,ソノラ,酒場の女主人,3,風,回復,西部の国,女,21,4335,9410,1,4,170,2.34,55,33,平均,4021,4021,100,100,130,100,100
33066,セオドア,碧泳ぐ小鳥,3,風,斬撃,常夏の国,男,15,6642,8094,1,1,18,1.71,64,48,晩成,4733,4733,67,150,100,100,100
33067,スコーラ,薫蝋の魔槌士,3,風,打撃,魔法の国,女,17,12183,5625,3,1,15,3.33,44,77,晩成,1689,5068,82,120,100,100,100
33068,レザール,翠鱗の見栄坊,3,風,打撃,動物の国,男,18,7388,5083,3,1,30,2.37,51,57,早熟,2145,6434,67,150,100,100,100
33069,リキ,旋風の猫族,3,風,銃弾,動物の国,男,14,5763,11431,1,4,125,2.47,54,37,早熟,4628,4628,71,140,100,100,100
33070,ノーマン,緑樹の医師,3,風,魔法,植物の国,男,27,4005,11510,1,1,170,2.74,48,38,平均,4201,4201,63,160,100,100,100
33071,サフィリカ,忠節なる側近,3,風,突撃,空の国,女,18,8400,7855,1,4,35,1.94,63,57,平均,4049,4049,67,150,100,100,100
33072,プディン,某帽の擁観者,3,風,銃弾,お菓子の国,不明,?,5286,10287,3,1,170,3.63,44,44,晩成,2834,8502,71,140,100,100,100
33073,ターニャ,向日葵の夏嬢,3,風,魔法,常夏の国,女,11,3708,8337,3,1,175,2.88,45,25,晩成,2895,8684,56,180,100,100,100
33074,セチェル,紫翠の弓娘,3,風,弓矢,空の国,女,14,4384,9731,1,3,155,2.22,55,34,早熟,4383,4383,77,130,100,100,100
33075,アルリィ,軽身の射撃手,3,風,弓矢,少数民族の国,女,16,4478,8106,1,1,150,1.95,63,37,早熟,4157,4157,77,130,100,100,100
33076,コリン,奏譜の鎚操士,3,風,打撃,エレキの国,男,15,7437,6282,4,1,25,3.21,52,55,晩成,1957,7828,77,130,100,100,100
33077,マヌカ,彩蝋の魔剣士,3,風,斬撃,魔法の国,女,16,7437,8994,1,1,95,1.88,56,45,晩成,4784,4784,80,140,112,100,100
33078,バーバラ,酔乱の酒客,3,風,打撃,死者の国,女,25,8454,6144,2,1,25,2.29,61,54,晩成,2683,5366,71,140,100,100,100
33079,ライジー,匿帽の盗賊,3,風,魔法,王国,男,11,4131,9831,2,2,165,2.69,46,29,晩成,3655,7309,56,180,100,100,100
33080,エマ,添熱の輝緑晶,3,風,回復,エレキの国,女,17,4629,7098,2,1,160,2.58,47,36,晩成,2751,5502,100,100,130,100,110
33081,ウフク,砂旅の風杖士,3,風,回復,砂漠の国,男,23,4395,6610,3,1,160,2.54,52,43,平均,2602,7807,100,100,130,100,100
33082,カリーナ,緑芽の繋弾,3,風,銃弾,西部の国,女,14,4407,9672,1,1,165,2.20,55,35,晩成,4396,4396,77,130,100,100,100
33083,ロッティー,金双の風弓士,3,風,弓矢,西部の国,女,15,4554,6273,2,1,135,2.02,57,36,早熟,3105,6211,71,140,100,100,100
33084,シエル,凱楯の装姫,3,風,打撃,サモンズの国,女,17,9175,4343,4,1,60,3.21,48,65,平均,1353,5412,83,120,100,100,100
33085,クリフォード,風矢の仕事人,3,風,弓矢,魔法の国,男,24,4809,7839,3,1,165,2.83,57,47,晩成,2770,8310,67,150,100,100,100
33086,オレグ,漫遊の機工師,3,風,銃弾,機械の国,男,22,5250,8650,1,2,140,2.10,55,48,平均,4119,4119,71,140,100,100,100
33087,セドリック,機杖の御曹司,3,風,回復,機械の国,男,26,5555,8295,1,3,145,2.40,50,47,早熟,3456,3456,100,100,130,100,100
33088,バルビーナ,萌葱の受付嬢,3,風,銃弾,王国,女,15,4395,9935,1,2,135,2.42,56,44,平均,4105,4105,71,140,100,100,100
33089,イリウム,黒剣の暴童,3,風,打撃,恐竜の国,女,10,8408,8276,1,1,30,2.25,65,60,早熟,3678,3678,71,140,100,100,100
33090,ベリンダ,帆風の狙撃手,3,風,銃弾,雪の国,女,19,4335,11295,1,1,170,2.48,58,38,平均,4554,4554,71,140,100,100,100
33091,カナリア,彩衣の槍術士,3,風,突撃,少数民族の国,女,16,7098,5943,2,1,35,1.85,58,48,晩成,3212,6425,71,140,100,100,100
33092,リチャード,剛剣の使い手,3,風,打撃,王国,男,18,8178,7818,1,1,30,2.42,62,54,晩成,3231,3231,71,140,100,100,100
33093,いざよい,既望の武官,3,風,斬撃,和の国,男,27,8295,9630,1,1,18,2.45,57,52,晩成,3931,3931,77,130,100,100,100
33094,ココラティア,魔喰の双刃士,3,風,斬撃,魔法の国,女,14,6240,6980,2,1,90,2.20,59,39,平均,3173,6345,76,155,116,100,100
33095,ターネス,神躰の旅父,3,風,斬撃,お菓子の国,男,23,6765,6610,2,1,18,2.02,60,62,平均,3272,6545,61,165,100,100,100
33096,シェナ,翠棍の研究員,3,風,打撃,科学の国,女,16,8185,6980,4,1,25,3.25,47,46,平均,2148,8591,67,150,100,100,100
33097,カロカロ,風閃の骨刃士,3,風,斬撃,恐竜の国,男,17,7638,8634,1,1,18,2.29,57,61,晩成,3770,3770,74,135,100,100,100
33098,フォルナ,斑羽の歌鳥,3,風,打撃,動物の国,女,21,7977,6441,3,1,25,2.72,61,54,晩成,2368,7104,69,145,100,100,100
33099,ディレット,風雅の指揮者,3,風,斬撃,王国,男,15,12702,5922,1,1,15,2.22,46,78,晩成,2668,2668,83,120,100,100,100
33100,メレーニア,心波の奏で手,3,風,魔法,常夏の国,女,20,6102,10848,1,4,135,2.62,48,48,晩成,4140,4140,63,160,100,100,100
33101,マーフィー,魔銃の助手,3,風,銃弾,魔法の国,男,15,4685,10635,1,2,160,2.33,53,39,平均,4564,4564,77,130,100,100,100
33102,フラッフ,綿毛の槍使い,3,風,突撃,妖精の国,女,9,6621,6282,3,1,35,2.46,68,22,晩成,2554,7661,74,135,100,100,100
33103,チャーリー,金双の風来人,3,風,突撃,西部の国,男,15,5914,7747,1,2,90,1.82,57,47,早熟,4257,4257,71,140,100,100,100
33104,アセト,幸福の伝道士,3,風,打撃,科学の国,男,40,5952,7010,3,1,80,2.55,52,42,早熟,2749,8247,71,140,100,100,100
33105,なつみ,日常の守り人,3,風,打撃,あんガルの国,女,17,8205,5365,5,1,30,3.16,51,51,平均,1698,8489,77,130,100,100,100
33106,プラータ,侠気の女騎士,3,風,斬撃,王国,女,23,11280,5763,1,1,15,2.12,43,76,早熟,2718,2718,77,130,100,100,100
33107,シーファ,砂上の神官,3,風,打撃,砂漠の国,女,19,6122,8767,1,1,30,2.34,53,49,早熟,3747,3747,77,130,100,100,100
33108,パラティ,薫風を知る者,3,風,魔法,恐竜の国,男,16,5763,12024,1,3,135,2.97,42,39,晩成,4048,4048,56,180,100,100,100
33109,リヴェーラ,深頼の砲撃手,3,風,銃弾,常夏の国,女,20,5583,8178,4,1,165,3.53,34,39,晩成,2317,9267,80,125,100,100,100
33110,アンリ,夕燈の芝居屋,3,風,回復,機械の国,女,8,4119,6802,1,2,135,1.96,43,29,早熟,3470,3470,100,100,130,100,100
33111,アミチ,咆哮の勝負者,3,風,斬撃,空の国,女,15,7416,5784,1,1,13,1.35,67,32,晩成,4284,4284,77,130,100,100,100
33112,レイン,敬虔な奉衛士,3,風,弓矢,死者の国,女,17,4860,8360,2,1,135,2.34,56,41,平均,3573,7145,77,130,100,100,100
33113,ティロ,扮装の鞭使い,3,風,突撃,エレキの国,女,14,6939,7458,2,2,95,2.24,61,38,晩成,3329,6659,71,140,100,100,100
33114,トゥルバ,緑なす王子,3,風,突撃,砂漠の国,男,19,6123,6123,2,1,90,1.91,58,37,晩成,3206,6412,69,145,100,100,100
33115,ユゥル,万籟の皇子,3,風,魔法,少数民族の国,男,10,4290,9111,2,1,170,2.69,53,31,晩成,3387,6774,54,185,100,100,100
34001,フレデリック,銀光の探偵,3,光,回復,魔法の国,男,24,5250,6300,3,1,165,2.50,45,45,平均,2520,7560,100,100,100,130,100
34002,あんず,華射貫く光矢,3,光,弓矢,和の国,女,24,4725,13836,1,1,165,2.82,57,41,晩成,4906,4906,88,88,88,100,160
34003,チェルシー,片眼鏡の学者,3,光,斬撃,王国,女,29,8496,7437,1,1,13,1.88,58,45,晩成,3956,3956,90,90,90,100,140
34004,アイザック,彗星の光術士,3,光,魔法,魔法の国,男,26,5045,9485,2,1,155,2.85,47,35,早熟,3328,6656,85,85,85,100,180
34005,アネモネ,白光の弓手,3,光,弓矢,雪の国,女,16,4905,13200,1,1,140,2.60,50,29,晩成,5077,5077,89,89,89,100,150
34006,アン,大魔女の末裔,3,光,魔法,魔法の国,女,14,4809,14058,1,1,160,3.00,40,22,晩成,4686,4686,86,86,86,100,170
34007,こよい,星月夜の少女,3,光,魔法,あんガルの国,女,17,4395,10905,1,3,160,2.66,48,30,平均,4100,4100,85,85,85,100,180
34008,ヴェント,純朴の冒険者,3,光,斬撃,植物の国,男,14,8049,7690,1,1,15,1.90,56,51,早熟,4047,4047,89,89,89,100,150
34009,エミー,光輝の魔剣士,3,光,斬撃,魔法の国,女,17,7350,8185,1,1,85,1.77,57,46,平均,4624,4624,93,93,93,112,150
34010,オーランド,雷光の風来人,3,光,打撃,西部の国,男,26,7350,10925,1,1,30,2.65,56,46,平均,4123,4123,90,90,90,100,140
34011,カナン,紫光の夢渡人,3,光,回復,王国,女,14,4900,5950,2,1,155,2.20,51,36,平均,2705,5409,100,100,100,130,100
34012,ポプラ,礼帽の茶会人,3,光,打撃,植物の国,女,16,7155,8670,1,1,30,2.00,60,53,平均,4335,4335,90,90,90,100,140
34013,カトリーヌ,光陽の女銃士,3,光,銃弾,少数民族の国,女,20,4335,12675,1,1,160,2.62,56,45,平均,4838,4838,89,89,89,100,150
34014,クッキー,流離の護衛者,3,光,斬撃,お菓子の国,女,16,10354,5196,1,1,15,2.02,50,74,早熟,2572,2572,92,92,92,100,130
34015,ケフカ,双剣の騎士,3,光,斬撃,王国,男,21,7700,8050,2,1,18,2.30,66,53,平均,3500,7000,90,90,90,100,140
34016,ザッカリー,機翼の技師,3,光,銃弾,機械の国,男,27,4900,8185,2,1,135,2.02,52,42,平均,4052,8104,90,90,90,100,140
34017,サテライト,端麗の夢恋人,3,光,打撃,死者の国,女,16,7350,7155,3,1,25,2.70,52,54,平均,2650,7950,89,89,89,100,150
34018,シエット,見習い槍使い,3,光,突撃,王国,女,15,5215,3212,3,1,35,2.07,60,48,早熟,1552,4655,89,89,89,100,100
34019,シンディ,終天の少女,3,光,魔法,空の国,女,19,4905,10329,3,1,175,3.30,46,26,晩成,3130,9390,86,86,86,100,170
34020,ダリオ,砕氷の冒険者,3,光,突撃,常夏の国,男,27,7690,5763,3,1,35,2.30,54,53,早熟,2506,7517,89,89,89,100,150
34021,トラ,穿孔の仔虎,3,光,突撃,動物の国,女,13,6261,7617,1,4,11,1.33,72,48,晩成,5727,5727,86,86,86,100,170
34022,ネコヴァル,侵攻の戦乙女,3,光,突撃,にゃんこの国,女,23,7175,7000,2,1,35,2.85,64,55,平均,2456,4912,92,92,92,100,130
34023,バレット,光芒の銃使い,3,光,銃弾,科学の国,女,22,4535,10090,1,1,110,2.21,53,35,早熟,4566,4566,92,92,92,100,130
34024,ひなげし,疎癒ゆる微笑,3,光,回復,和の国,女,11,4131,9450,2,1,165,2.88,44,35,晩成,3281,6563,100,100,100,130,100
34025,ファーガ,石槌の英傑,3,光,打撃,西部の国,男,19,8772,5562,3,1,30,2.69,54,59,晩成,2068,6203,89,89,89,100,150
34026,ブランカ,破顔の花追人,3,光,回復,死者の国,女,17,4590,7990,1,1,170,2.25,50,40,平均,3551,3551,100,100,100,130,100
34027,ユーリ,薄黄羽の児戯,3,光,突撃,妖精の国,男,15,6840,5215,2,1,35,1.80,72,33,早熟,2897,5794,90,90,90,100,140
34028,ユピテル,橙閃光の剣士,3,光,打撃,エレキの国,男,18,8655,10170,1,1,30,2.50,58,55,晩成,4068,4068,89,89,89,100,150
34029,よいち,月影の射手,3,光,弓矢,和の国,男,23,5445,13025,1,1,150,2.94,52,27,平均,4430,4430,92,92,92,100,130
34030,ラム,精鋼の発明家,3,光,打撃,機械の国,女,18,7700,4550,3,1,30,1.95,63,64,平均,2333,7000,90,90,90,100,140
34031,リゼル,朽葉の受付嬢,3,光,魔法,王国,女,20,4365,8635,2,1,165,2.50,45,41,早熟,3454,6908,88,88,88,100,160
34032,ルルーエ,魔物調査員,3,光,回復,科学の国,女,15,4900,10110,1,1,160,2.65,48,41,平均,3815,3815,100,100,100,130,100
34033,ミンミ,鱗鎧の槍術士,3,光,突撃,恐竜の国,女,23,7970,5365,4,1,35,2.33,52,46,平均,2303,9210,90,90,90,100,140
34034,ヌイ,闊達の光剣士,3,光,斬撃,砂漠の国,女,13,5910,6145,2,1,18,1.80,63,60,平均,3414,6828,89,89,89,100,150
34035,プラリネ,彩光の手品師,3,光,銃弾,お菓子の国,不明,17,4570,11295,1,1,155,2.65,50,48,平均,4262,4262,90,90,90,100,140
34036,プリシラ,凛乎の歌劇家,3,光,斬撃,王国,女,19,12543,5805,1,1,15,2.10,47,77,晩成,2764,2764,94,94,94,100,120
34037,シュネ,淡雪の毒舌家,3,光,回復,雪の国,男,15,5265,7140,1,1,170,2.00,50,40,晩成,3570,3570,100,100,100,130,100
34038,アリア,光樹の天使,3,光,打撃,聖剣伝説の国,女,?,7875,8825,1,1,30,2.55,60,50,平均,3461,3461,89,89,89,100,150
34039,ビアンカ,絹雲の鞭使い,3,光,突撃,空の国,女,16,6610,6920,3,1,95,2.42,66,28,平均,2860,8579,90,90,90,100,140
34040,エミリク,戯笑の呪術師,3,光,魔法,少数民族の国,男,28,5026,8219,3,1,170,2.84,42,44,早熟,2894,8682,88,88,88,100,160
34041,ボルボロ,蔦絡みの槍手,3,光,突撃,植物の国,男,18,7755,5805,2,1,35,1.81,66,47,晩成,3207,6414,89,89,89,100,150
34042,コルザ,空舞する踊子,3,光,斬撃,妖精の国,女,12,6689,6689,2,1,18,1.90,69,42,早熟,3521,7041,89,89,89,100,150
34043,ブリッツ,多芸なる海賊,3,光,打撃,常夏の国,男,21,8843,7520,2,1,30,2.83,59,61,早熟,2657,5314,90,90,90,100,140
34044,ロット,隠貎の武闘家,3,光,突撃,科学の国,女,18,5930,6145,1,4,11,1.35,69,55,平均,4552,4552,88,88,88,100,160
34045,イメルダ,猛進の褐色娘,3,光,突撃,少数民族の国,女,20,7520,6481,1,4,27,1.47,69,46,早熟,4409,4409,90,90,90,100,140
34046,ウェンディ,砂詠の占術師,3,光,回復,砂漠の国,女,19,5106,8094,1,1,165,2.22,48,52,晩成,3646,3646,100,100,100,130,100
34047,ジドラモ,巡国の令息,3,光,銃弾,雪の国,男,23,5763,9513,3,1,170,3.35,45,46,晩成,2840,8519,92,92,92,100,130
34048,セシリア,金尾の風来人,3,光,打撃,西部の国,女,18,7048,5763,2,1,33,2.25,60,53,早熟,2561,5123,89,89,89,100,150
34049,モアナ,氷店の看板娘,3,光,斬撃,常夏の国,女,14,7818,7659,1,1,13,1.65,65,43,晩成,4642,4642,92,92,92,100,130
34050,ティモシー,十字線の射手,3,光,弓矢,機械の国,男,17,4327,9825,1,1,160,2.10,57,36,早熟,4679,4679,90,90,90,100,140
34051,イムア,鋼炉の技巧師,3,光,斬撃,機械の国,女,18,7596,7199,1,1,24,1.99,66,60,早熟,3618,3618,89,89,89,100,150
34052,エルシュカ,褒照の雪砲士,3,光,銃弾,雪の国,女,17,6483,12141,1,4,120,2.58,52,33,晩成,4706,4706,90,90,90,100,140
34053,エイラ,心杖の求愛者,3,光,回復,空の国,女,20,3836,7898,2,1,175,2.56,55,30,早熟,3085,6170,100,100,100,130,100
34054,リファー,双耀の射手,3,光,弓矢,少数民族の国,女,16,4131,7161,2,1,160,2.22,60,32,晩成,3226,6451,92,92,92,100,130
34055,アスター,昔日を追う者,3,光,斬撃,西部の国,男,18,6840,6840,2,1,18,2.50,57,57,早熟,2736,5472,90,90,90,100,140
34056,たづ,鎮笛の奏で手,3,光,魔法,和の国,女,30,5424,9174,4,1,175,3.44,44,33,晩成,2667,10667,84,84,84,100,190
34057,シエース,義光の騎士,3,光,突撃,王国,男,21,8835,8835,1,3,35,2.20,51,70,晩成,4016,4016,90,90,90,100,140
34058,コーディ,情熱の撃貫手,3,光,銃弾,常夏の国,男,18,4725,9700,1,2,140,2.25,60,45,平均,4311,4311,90,90,90,100,140
34059,コナー,薄橙羽の策士,3,光,斬撃,妖精の国,男,15,6280,6825,1,1,18,1.64,68,42,平均,4162,4162,90,90,90,100,140
34060,ターニップ,蕪頭の悪童,3,光,打撃,死者の国,男,9,8340,7795,2,2,25,2.96,61,47,平均,2633,5267,90,90,90,100,140
34061,シージェ,羽扇の官吏,3,光,魔法,少数民族の国,男,11,3609,7936,2,2,165,2.55,43,30,早熟,3112,6224,84,84,84,100,185
34062,リュエール,無精の修道女,3,光,銃弾,死者の国,女,17,4220,9215,2,1,140,2.32,46,44,平均,3972,7944,89,89,89,100,150
34063,カザニ,鷹杖の光術士,3,光,魔法,少数民族の国,女,28,3968,8767,2,1,165,2.80,58,35,早熟,3131,6262,86,86,86,100,170
34064,フェイエル,純忠なる聖兵,3,光,斬撃,空の国,男,21,11800,6240,1,1,15,2.25,45,79,平均,2773,2773,92,92,92,100,130
34065,グロウル,影音の演奏者,3,光,回復,機械の国,男,41,4478,9504,1,4,170,2.44,51,39,早熟,3895,3895,100,100,100,130,100
34066,マノロ,骨頭巾の射手,3,光,弓矢,死者の国,男,15,4176,9466,1,1,165,2.11,55,39,早熟,4486,4486,90,90,90,100,140
34067,ワッフル,環音の鳴手,3,光,魔法,お菓子の国,女,11,5950,9740,1,4,130,2.40,46,52,平均,4058,4058,88,88,88,100,160
34068,コゼット,夢路を歩く者,3,光,魔法,死者の国,女,8,3655,11295,2,1,170,3.21,50,22,平均,3519,7037,92,92,92,100,130
34069,デトレフ,愛に生きる者,3,光,打撃,空の国,男,18,7310,8010,1,1,30,2.20,65,55,平均,3641,3641,92,92,92,100,130
34070,ロニヤ,砕氷の投斧士,3,光,打撃,雪の国,女,16,6102,7818,3,1,85,2.66,57,36,晩成,2939,8817,89,89,89,100,150
34071,リコピン,木装の突撃兎,3,光,斬撃,動物の国,女,9,9296,5574,1,1,15,1.78,55,73,早熟,3131,3131,94,94,94,100,120
34072,コレット,輝羽の神子,3,光,魔法,アスタリアの世界,女,16,4290,8475,3,1,165,2.99,52,25,晩成,2834,8503,85,85,85,100,180
34073,アウグスト,軌金の海兵,3,光,弓矢,常夏の国,男,12,4138,6783,3,1,160,2.45,61,46,早熟,2769,8306,89,89,89,100,150
34074,アルヴィン,堅拳の橙妖精,3,光,突撃,妖精の国,男,18,5990,7350,1,4,11,1.45,67,63,早熟,5069,5069,88,88,88,100,160
34075,ミャルマール,大輪の看板娘,3,光,魔法,常夏の国,女,17,4355,10635,1,3,165,2.58,51,38,平均,4122,4122,86,86,86,100,170
34076,ミーミア,清雅なる教師,3,光,弓矢,妖精の国,女,25,3987,11280,1,2,160,2.46,58,28,早熟,4585,4585,90,90,90,100,140
34077,フレジエ,甘夢の菓槌士,3,光,打撃,お菓子の国,女,18,8670,5600,5,1,25,3.14,52,48,平均,1783,8917,90,90,90,100,140
34078,ミレア,繋留の軽銃士,3,光,銃弾,王国,女,16,3968,7936,1,1,125,1.88,63,40,早熟,4221,4221,89,89,89,100,150
34079,エクレール,残煌の装姫,3,光,回復,サモンズの国,女,17,4685,5795,4,1,160,2.88,46,42,平均,2012,8049,110,110,110,130,110
34080,フィネット,嫋やかな撃手,3,光,弓矢,動物の国,女,22,5424,10848,1,1,155,2.46,48,42,晩成,4410,4410,89,89,89,100,150
34081,グルカード,騒眩の護衛士,3,光,突撃,砂漠の国,男,21,7290,5230,4,1,35,2.57,51,53,平均,2035,8140,92,92,92,100,130
34082,ラチェレ,猜疑の慈愛者,3,光,打撃,動物の国,女,15,7029,9372,1,1,30,2.24,57,54,早熟,4184,4184,92,92,92,100,130
34083,リラフィ,健脚の光槍士,3,光,突撃,雪の国,女,16,7596,6801,2,1,35,2.05,71,41,晩成,3318,6635,89,89,89,100,150
34084,シモン,散憶の老人,3,光,銃弾,雪の国,男,62,4449,10848,1,1,165,2.63,38,34,晩成,4125,4125,92,92,92,100,130
34085,ラジュラ,閃穂の狩り手,3,光,突撃,恐竜の国,女,16,10354,6311,1,1,15,2.24,46,75,早熟,2817,2817,94,94,94,100,120
34086,ユリウス,燦黒なる顕心,3,光,回復,科学の国,男,17,4880,8380,1,3,170,2.5,51,44,平均,3352,3352,100,100,100,130,110
34087,ユキ,魂寄せの少女,3,光,回復,消滅都市の国,女,?,4616,7114,2,2,170,2.55,44,35,晩成,2790,5580,110,110,100,130,100
34088,シンレット,弧月の魔剣士,3,光,斬撃,魔法の国,男,13,7175,7875,2,1,75,2.15,55,45,平均,3663,7326,92,92,92,115,150
34089,ティグ,想寂の微笑,3,光,突撃,植物の国,男,15,6160,7350,1,1,90,1.80,53,43,早熟,4083,4083,89,89,89,100,150
34090,シュマリ,惚狐の仲介人,3,光,斬撃,雪の国,男,17,8165,6765,1,1,18,1.82,54,58,平均,3717,3717,90,90,90,100,140
34091,ディアン,機甲拳の殴手,3,光,突撃,機械の国,女,19,6642,7797,1,4,13,1.77,57,65,晩成,4405,4405,85,85,85,100,180
34092,ジャンナ,焦光の冒険家,3,光,銃弾,機械の国,女,16,4685,8885,1,1,140,2.13,54,43,平均,4171,4171,90,90,90,100,140
